SeniorCitizen,Tenure,MonthlyCharges,InternetService,TechSupport,Contract,PaymentMethod,NumComplaints,AvgDailyUsageHours,TotalCharges
0,38,61.42,Fiber optic,No,One year,Mailed check,1,0.02,2362.62
0,23,64.94,Fiber optic,Yes,Two year,Bank transfer (automatic),0,1.83,1524.89
0,54,123.24,No,No,Month-to-month,Bank transfer (automatic),1,0.34,6687.85
0,25,81.84,Fiber optic,No,One year,Bank transfer (automatic),0,3.21,2019.78
0,24,84.25,DSL,Yes,Month-to-month,Electronic check,0,0.71,1994.18
0,35,123.3,DSL,Yes,One year,Electronic check,1,0.62,4194.61
0,70,78.86,DSL,Yes,One year,Bank transfer (automatic),0,1.87,5449.47
0,57,101.79,No,No,Month-to-month,Electronic check,0,1.92,5888.2
0,11,30.28,No,No,One year,Credit card (automatic),0,1.51,337.91
0,0,41.44,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.6,0.0
0,49,68.53,Fiber optic,Yes,One year,Electronic check,1,1.41,3401.44
0,24,79.38,No,No,One year,Bank transfer (automatic),0,0.08,1929.4
0,4,135.89,DSL,Yes,One year,Bank transfer (automatic),0,4.66,560.73
0,67,136.48,DSL,No,Two year,Mailed check,0,0.9,9124.58
1,5,122.14,Fiber optic,No,Two year,Bank transfer (automatic),0,0.54,607.31
0,25,57.87,No,No,Two year,Mailed check,0,2.96,1479.86
1,54,135.68,Fiber optic,No,Two year,Mailed check,1,0.59,7378.71
0,38,102.72,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,8.8,3898.23
0,8,67.15,DSL,No,Month-to-month,Electronic check,0,1.76,570.02
0,44,104.2,Fiber optic,Yes,Month-to-month,Mailed check,0,1.57,4502.07
0,13,21.98,No,No,Month-to-month,Mailed check,0,0.25,247.5
0,54,37.54,Fiber optic,No,Month-to-month,Mailed check,1,1.41,2010.75
0,8,119.56,Fiber optic,Yes,Two year,Electronic check,0,0.25,903.04
0,14,97.47,DSL,Yes,Month-to-month,Electronic check,0,2.3,1341.47
0,36,63.7,No,Yes,One year,Mailed check,0,0.22,2425.52
0,49,80.08,DSL,Yes,Month-to-month,Electronic check,0,0.67,4017.09
0,71,128.62,DSL,No,One year,Mailed check,0,0.97,9069.22
0,20,95.79,No,Yes,Two year,Mailed check,0,2.45,1903.73
0,56,67.78,No,No,Month-to-month,Credit card (automatic),0,1.5,3778.78
0,18,34.44,Fiber optic,No,Two year,Electronic check,0,2.07,587.96
0,57,55.25,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.42,3082.43
0,5,137.4,DSL,No,Two year,Credit card (automatic),0,0.41,680.78
1,3,72.48,DSL,No,Month-to-month,Bank transfer (automatic),0,0.72,177.12
1,42,76.62,DSL,Yes,Month-to-month,Mailed check,0,0.03,3153.0
0,41,79.83,Fiber optic,Yes,Two year,Mailed check,0,2.66,3239.63
0,2,126.09,DSL,Yes,One year,Mailed check,1,0.69,310.26
0,0,92.47,No,No,One year,Mailed check,1,0.1,0.0
0,54,103.24,DSL,Yes,One year,Credit card (automatic),1,3.09,5548.24
0,14,66.73,Fiber optic,No,Month-to-month,Credit card (automatic),0,5.15,935.21
0,46,23.49,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.56,1134.29
0,45,131.72,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.66,5856.6
1,57,133.9,DSL,No,Month-to-month,Mailed check,0,0.8,7662.59
0,70,133.9,No,No,Two year,Electronic check,0,0.44,9382.63
0,38,133.24,Fiber optic,No,Two year,Electronic check,0,1.86,5107.17
0,2,117.83,Fiber optic,No,Month-to-month,Mailed check,0,0.66,266.34
1,29,102.15,Fiber optic,Yes,Two year,Electronic check,0,0.05,3057.33
0,34,121.34,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.07,4096.6
0,56,92.07,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.43,5111.87
0,28,36.12,Fiber optic,Yes,One year,Electronic check,0,0.51,978.53
0,49,66.95,No,No,Month-to-month,Electronic check,0,0.28,3294.23
0,61,136.56,No,No,Month-to-month,Credit card (automatic),1,1.21,8387.92
0,51,62.14,DSL,Yes,One year,Mailed check,0,0.49,3240.6
0,13,124.14,DSL,Yes,Two year,Mailed check,0,0.11,1584.02
0,34,31.19,DSL,No,One year,Bank transfer (automatic),0,0.32,1148.99
0,27,60.1,No,Yes,Month-to-month,Electronic check,0,2.26,1635.07
0,57,62.11,DSL,No,Month-to-month,Electronic check,1,2.87,3537.22
0,29,26.19,Fiber optic,Yes,One year,Bank transfer (automatic),0,3.09,756.42
0,6,34.29,Fiber optic,No,One year,Bank transfer (automatic),1,1.15,273.06
0,38,43.18,Fiber optic,No,Two year,Credit card (automatic),1,4.52,1595.51
0,68,120.54,DSL,No,Two year,Credit card (automatic),0,0.25,8215.23
1,34,27.61,DSL,Yes,Two year,Electronic check,0,1.7,947.29
0,51,55.84,Fiber optic,No,One year,Bank transfer (automatic),0,1.83,2781.47
0,13,21.22,DSL,No,Month-to-month,Electronic check,0,0.08,145.35
0,62,103.48,DSL,No,One year,Bank transfer (automatic),0,0.5,6421.06
0,35,94.44,DSL,No,One year,Bank transfer (automatic),0,4.47,3243.83
0,23,97.4,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.13,2226.47
0,39,64.93,Fiber optic,No,Month-to-month,Mailed check,0,0.08,2529.75
0,28,44.99,DSL,Yes,Month-to-month,Mailed check,0,1.17,1175.21
0,52,106.44,DSL,No,Two year,Mailed check,1,1.57,5525.7
0,21,117.33,DSL,No,Month-to-month,Credit card (automatic),0,5.42,2436.75
0,71,36.63,Fiber optic,Yes,Two year,Credit card (automatic),0,1.89,2572.99
0,14,78.42,DSL,No,Month-to-month,Bank transfer (automatic),0,1.53,1073.19
0,68,49.85,Fiber optic,No,One year,Mailed check,0,3.59,3370.06
0,63,40.17,DSL,No,Month-to-month,Bank transfer (automatic),0,1.62,2477.45
0,3,108.12,No,No,One year,Mailed check,0,4.04,520.16
1,17,84.57,DSL,Yes,Month-to-month,Credit card (automatic),0,1.02,1352.25
0,41,45.94,No,Yes,Month-to-month,Credit card (automatic),0,1.9,1904.01
0,29,57.2,No,Yes,Month-to-month,Electronic check,1,1.5,1642.69
0,14,136.0,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.21,1864.28
0,69,121.84,No,No,Two year,Credit card (automatic),0,0.59,8436.2
0,54,125.59,DSL,No,One year,Mailed check,0,3.51,6834.98
0,52,75.2,DSL,No,Month-to-month,Credit card (automatic),0,0.47,3918.37
0,15,94.86,DSL,Yes,Month-to-month,Mailed check,0,0.26,1430.09
0,33,65.21,DSL,No,Two year,Bank transfer (automatic),0,1.87,2162.74
0,26,29.33,DSL,No,One year,Bank transfer (automatic),0,1.19,751.09
0,12,68.13,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.46,853.09
0,26,91.28,DSL,No,Month-to-month,Credit card (automatic),0,3.06,2313.9
1,68,54.46,Fiber optic,No,One year,Credit card (automatic),0,0.51,3639.98
0,30,121.75,DSL,No,Month-to-month,Bank transfer (automatic),0,0.1,3707.63
0,2,38.13,Fiber optic,No,One year,Credit card (automatic),0,0.02,0.0
1,29,64.06,No,No,One year,Bank transfer (automatic),0,3.84,1844.31
0,20,34.99,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.77,635.55
0,5,68.58,Fiber optic,No,One year,Bank transfer (automatic),1,0.36,333.33
0,31,24.76,Fiber optic,Yes,Two year,Electronic check,0,1.26,738.36
0,41,52.71,Fiber optic,No,Month-to-month,Mailed check,0,1.0,2207.72
0,61,68.09,DSL,Yes,Month-to-month,Electronic check,0,13.14,4240.35
0,31,77.38,No,Yes,One year,Bank transfer (automatic),1,3.29,2342.56
0,38,85.24,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.47,3196.64
1,63,53.0,DSL,No,Two year,Credit card (automatic),0,1.79,3313.59
0,29,82.76,No,Yes,Two year,Electronic check,1,0.73,2389.83
0,62,81.08,No,No,Two year,Bank transfer (automatic),0,0.68,5070.55
0,30,57.94,Fiber optic,No,Month-to-month,Mailed check,0,0.69,1687.41
0,39,119.62,DSL,Yes,One year,Mailed check,2,1.53,4651.62
0,32,85.48,Fiber optic,No,Two year,Credit card (automatic),0,1.16,2723.32
1,62,59.87,DSL,Yes,Month-to-month,Mailed check,0,2.11,3689.32
0,24,133.68,Fiber optic,Yes,Month-to-month,Electronic check,0,0.25,3238.03
0,35,121.41,DSL,No,Month-to-month,Credit card (automatic),1,0.83,4237.18
0,23,137.91,Fiber optic,No,Two year,Mailed check,0,2.95,3089.96
1,57,103.07,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,0.0,5807.3
0,38,65.39,DSL,No,Month-to-month,Mailed check,0,1.47,2478.76
0,45,53.7,No,Yes,One year,Electronic check,0,2.31,2507.61
0,9,99.6,DSL,No,One year,Mailed check,0,0.73,922.53
1,31,137.7,DSL,Yes,Month-to-month,Mailed check,0,3.23,4317.02
0,35,95.21,Fiber optic,No,One year,Electronic check,0,2.0,3330.46
1,27,125.79,No,No,One year,Electronic check,0,1.4,3397.05
0,15,59.49,No,No,One year,Electronic check,1,0.33,904.69
0,15,68.83,Fiber optic,No,One year,Bank transfer (automatic),1,1.66,1035.45
0,17,128.75,DSL,No,Month-to-month,Mailed check,0,2.69,2198.45
0,7,110.82,No,No,Two year,Bank transfer (automatic),1,1.96,830.17
0,69,137.77,No,No,Month-to-month,Bank transfer (automatic),1,1.28,9510.37
0,0,112.97,DSL,Yes,Month-to-month,Electronic check,0,1.88,0.0
0,61,73.82,Fiber optic,No,One year,Credit card (automatic),1,5.65,4583.85
0,37,83.73,Fiber optic,Yes,Two year,Bank transfer (automatic),0,0.02,3123.34
0,44,128.06,Fiber optic,No,One year,Mailed check,0,1.64,5545.55
1,57,86.2,No,No,Month-to-month,Electronic check,1,2.36,4872.27
1,0,50.65,DSL,No,Month-to-month,Bank transfer (automatic),0,1.53,0.0
0,31,72.27,Fiber optic,Yes,Month-to-month,Mailed check,0,0.48,2267.05
0,7,81.96,DSL,No,Month-to-month,Mailed check,0,2.6,639.5
0,39,31.61,Fiber optic,Yes,One year,Mailed check,1,3.67,1272.26
0,55,109.25,Fiber optic,Yes,Two year,Bank transfer (automatic),1,1.73,6001.76
0,62,33.12,DSL,Yes,One year,Electronic check,0,1.07,2141.01
0,35,68.59,Fiber optic,Yes,Month-to-month,Electronic check,0,0.68,2415.57
0,56,116.55,No,No,Month-to-month,Credit card (automatic),0,0.6,6572.35
0,44,76.11,Fiber optic,No,One year,Mailed check,0,1.93,3368.59
0,1,121.04,Fiber optic,Yes,One year,Electronic check,0,1.4,66.27
0,67,61.03,DSL,No,Two year,Credit card (automatic),0,0.26,4069.26
0,49,134.92,Fiber optic,No,Two year,Credit card (automatic),0,0.23,6636.03
0,28,45.14,Fiber optic,No,Two year,Electronic check,1,0.11,1281.22
0,9,24.59,No,No,Month-to-month,Electronic check,0,1.73,213.51
0,26,124.69,DSL,Yes,One year,Electronic check,0,0.57,3221.14
0,14,110.26,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.03,1573.3
1,59,47.84,DSL,No,Month-to-month,Electronic check,1,0.62,2872.23
0,30,138.17,DSL,No,Month-to-month,Electronic check,0,2.68,4158.63
0,20,80.27,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.43,1685.38
0,59,134.13,DSL,No,Month-to-month,Electronic check,0,1.51,7973.27
0,57,80.6,DSL,No,Two year,Electronic check,0,0.87,4571.59
0,40,76.62,Fiber optic,No,Month-to-month,Electronic check,0,1.19,3103.99
0,45,73.9,Fiber optic,Yes,Two year,Mailed check,0,1.36,3467.82
0,44,60.19,Fiber optic,No,Two year,Bank transfer (automatic),1,0.91,2608.3
1,25,84.04,Fiber optic,No,Two year,Electronic check,0,0.09,2131.43
0,50,74.31,Fiber optic,No,Two year,Bank transfer (automatic),0,1.26,3631.09
0,35,24.41,DSL,Yes,One year,Credit card (automatic),0,0.76,891.47
0,51,51.25,DSL,Yes,Month-to-month,Credit card (automatic),0,0.33,2659.82
0,50,45.57,Fiber optic,Yes,One year,Bank transfer (automatic),0,3.4,2275.61
0,2,124.09,DSL,Yes,Two year,Electronic check,1,2.0,233.83
0,13,91.86,No,Yes,Two year,Bank transfer (automatic),0,0.5,1194.18
0,48,111.64,Fiber optic,Yes,Two year,Mailed check,0,1.16,5299.19
0,0,134.82,DSL,Yes,One year,Credit card (automatic),1,4.95,0.0
0,56,97.28,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.42,5442.52
0,16,137.91,No,No,Two year,Electronic check,0,4.42,2246.67
0,49,57.41,DSL,No,Two year,Electronic check,1,1.72,2699.0
0,13,42.35,DSL,Yes,Month-to-month,Credit card (automatic),0,1.17,559.62
0,58,68.4,No,Yes,One year,Mailed check,0,6.13,3924.88
0,2,76.5,DSL,No,Two year,Credit card (automatic),1,0.61,155.25
0,39,127.44,DSL,Yes,Month-to-month,Electronic check,0,0.49,5071.26
0,65,87.19,DSL,No,Two year,Mailed check,2,0.62,5641.82
1,33,55.06,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.08,1749.59
0,8,109.12,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.62,792.75
0,20,80.7,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.16,1620.72
0,24,39.46,No,No,One year,Bank transfer (automatic),0,1.55,1008.92
0,43,89.22,Fiber optic,No,Month-to-month,Electronic check,0,0.38,3753.56
1,24,129.37,No,Yes,Month-to-month,Electronic check,0,0.01,3140.64
1,8,121.11,Fiber optic,No,Two year,Mailed check,0,0.33,935.22
0,61,90.42,DSL,No,Month-to-month,Bank transfer (automatic),0,2.57,5514.34
0,25,65.25,No,No,Month-to-month,Mailed check,0,4.23,1698.49
0,56,30.44,DSL,No,One year,Mailed check,0,1.63,1689.16
1,36,76.36,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.56,2772.94
0,15,110.25,DSL,No,Two year,Credit card (automatic),0,0.86,1623.05
0,36,63.23,Fiber optic,No,Month-to-month,Electronic check,0,0.32,2262.12
0,23,48.25,No,No,One year,Bank transfer (automatic),0,3.19,1105.98
0,25,131.77,Fiber optic,No,Month-to-month,Mailed check,0,1.64,3282.1
0,19,118.59,DSL,No,Two year,Bank transfer (automatic),0,0.13,2149.01
0,8,96.59,DSL,No,Month-to-month,Electronic check,0,0.69,778.07
0,28,36.41,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.16,1049.09
0,30,37.39,DSL,No,Two year,Mailed check,0,2.39,1128.68
0,18,32.39,Fiber optic,Yes,One year,Mailed check,1,3.8,626.9
0,19,93.96,Fiber optic,No,One year,Bank transfer (automatic),0,0.21,1800.42
0,26,33.87,DSL,Yes,Month-to-month,Bank transfer (automatic),0,2.7,811.15
0,43,121.12,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.1,5187.66
0,34,139.16,Fiber optic,No,Month-to-month,Mailed check,0,0.41,4682.81
0,70,63.96,DSL,No,Month-to-month,Mailed check,0,0.03,4346.7
0,21,74.44,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.1,1614.73
0,14,105.4,No,No,Two year,Mailed check,0,0.05,1619.49
0,12,132.46,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.24,1555.8
0,3,127.29,DSL,No,Month-to-month,Mailed check,0,3.14,391.78
0,55,26.91,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.5,1434.19
0,22,40.29,DSL,No,One year,Mailed check,0,0.98,897.48
0,33,110.55,DSL,No,Month-to-month,Mailed check,0,1.0,3709.33
0,16,102.67,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,8.03,1667.85
0,27,35.99,DSL,Yes,Two year,Electronic check,0,0.68,1022.1
0,13,80.25,DSL,No,Month-to-month,Credit card (automatic),0,0.46,1117.36
0,33,113.7,No,Yes,Month-to-month,Mailed check,0,4.96,3838.65
0,56,46.25,DSL,Yes,Month-to-month,Electronic check,1,1.35,2605.87
0,54,124.55,No,No,Month-to-month,Mailed check,1,0.51,6683.1
0,65,26.36,DSL,No,Month-to-month,Mailed check,0,0.51,1681.22
0,36,113.86,No,Yes,Month-to-month,Mailed check,0,0.14,4091.5
0,67,93.9,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.22,6277.65
0,25,57.82,DSL,No,Month-to-month,Mailed check,0,1.93,1375.41
0,60,106.51,Fiber optic,No,Month-to-month,Electronic check,0,0.97,6389.68
0,66,113.88,No,No,Month-to-month,Mailed check,0,3.24,7522.61
0,51,132.07,DSL,Yes,Month-to-month,Mailed check,0,0.99,6690.59
0,17,64.13,Fiber optic,No,Month-to-month,Mailed check,0,0.64,1087.31
0,52,102.32,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.43,5262.1
0,62,92.31,Fiber optic,No,Two year,Bank transfer (automatic),0,0.42,5735.47
1,52,83.02,Fiber optic,No,One year,Electronic check,0,0.57,4275.86
1,26,126.85,DSL,Yes,One year,Bank transfer (automatic),0,7.24,3314.35
0,30,20.38,DSL,No,Two year,Mailed check,2,0.67,641.66
0,0,53.85,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.12,40.13
0,5,84.59,No,No,One year,Credit card (automatic),0,0.48,511.5
0,10,41.4,DSL,No,One year,Bank transfer (automatic),0,0.23,437.45
0,33,128.94,Fiber optic,No,One year,Mailed check,0,1.56,4252.95
0,62,97.71,DSL,Yes,Two year,Mailed check,1,1.18,6104.4
0,52,77.35,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.11,3943.15
0,17,117.76,Fiber optic,No,Month-to-month,Bank transfer (automatic),2,3.22,1980.54
0,20,74.11,Fiber optic,Yes,Month-to-month,Mailed check,0,1.06,1458.08
0,18,87.04,No,No,Two year,Bank transfer (automatic),0,0.61,1527.74
0,3,20.33,DSL,No,Month-to-month,Bank transfer (automatic),2,2.27,50.32
0,28,63.88,DSL,Yes,Two year,Mailed check,0,0.18,1893.23
0,24,36.65,No,Yes,Month-to-month,Electronic check,0,0.96,868.38
0,55,102.76,DSL,No,Month-to-month,Bank transfer (automatic),0,1.19,5677.37
0,62,77.48,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,2.24,4762.4
0,26,56.21,Fiber optic,No,One year,Electronic check,1,0.69,1423.58
0,59,76.14,Fiber optic,No,One year,Electronic check,0,2.9,4446.08
0,48,45.16,DSL,No,Month-to-month,Bank transfer (automatic),0,1.79,2130.59
0,64,131.01,DSL,Yes,One year,Credit card (automatic),1,2.21,8459.56
1,37,26.48,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,5.21,960.2
0,51,123.85,DSL,No,One year,Mailed check,0,2.79,6278.25
0,0,81.36,Fiber optic,No,Month-to-month,Mailed check,0,0.64,23.0
1,39,94.27,Fiber optic,No,Two year,Electronic check,0,1.56,3681.75
0,20,56.31,Fiber optic,Yes,Two year,Credit card (automatic),0,3.04,1211.28
0,14,136.0,DSL,No,Month-to-month,Credit card (automatic),0,1.12,1921.97
0,49,53.82,No,No,Month-to-month,Electronic check,0,1.72,2707.95
0,47,90.67,Fiber optic,No,Two year,Bank transfer (automatic),0,0.28,4203.35
0,31,139.21,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.54,4310.4
0,48,125.73,No,Yes,Month-to-month,Mailed check,0,2.12,6071.44
0,67,84.36,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,3.3,5618.28
0,44,138.84,No,No,Month-to-month,Bank transfer (automatic),0,1.86,6113.56
0,31,104.16,DSL,No,One year,Credit card (automatic),1,3.14,3169.91
0,3,45.04,No,Yes,Month-to-month,Electronic check,1,0.27,132.44
0,64,68.67,DSL,No,Two year,Bank transfer (automatic),1,2.52,4321.72
0,70,60.14,No,No,One year,Electronic check,0,4.59,4171.13
0,64,61.28,No,No,One year,Credit card (automatic),0,2.54,3858.21
0,17,111.25,DSL,No,Month-to-month,Electronic check,0,1.43,1880.11
0,53,90.11,Fiber optic,No,Month-to-month,Mailed check,0,3.92,4802.0
0,46,24.57,Fiber optic,No,One year,Mailed check,0,0.15,1061.41
0,5,125.29,DSL,Yes,One year,Electronic check,0,0.03,650.2
1,65,55.62,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,5.04,3584.92
0,8,139.65,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.72,1010.78
0,67,134.5,No,Yes,Month-to-month,Bank transfer (automatic),1,0.18,9049.24
0,22,132.86,DSL,Yes,One year,Credit card (automatic),1,0.62,2942.01
0,42,117.34,Fiber optic,No,One year,Electronic check,1,2.07,4909.15
0,50,46.47,DSL,No,One year,Mailed check,1,2.08,2366.47
1,71,83.92,DSL,No,Two year,Bank transfer (automatic),2,0.28,6062.9
0,24,46.92,Fiber optic,No,One year,Electronic check,0,0.95,1131.54
0,34,51.16,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,2.47,1798.25
0,16,93.31,DSL,No,One year,Mailed check,1,5.11,1411.21
0,17,24.9,No,No,One year,Credit card (automatic),0,1.46,443.26
0,26,136.34,DSL,No,Month-to-month,Bank transfer (automatic),0,1.52,3568.2
0,14,130.24,Fiber optic,Yes,Month-to-month,Electronic check,0,0.95,1845.83
0,68,65.69,Fiber optic,No,One year,Electronic check,0,1.16,4396.37
0,14,81.85,Fiber optic,No,One year,Credit card (automatic),0,0.16,1118.26
0,41,75.93,DSL,No,Two year,Mailed check,0,0.65,3128.88
1,33,125.86,Fiber optic,No,Two year,Mailed check,0,1.06,4149.75
0,47,102.63,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.48,4806.08
0,7,53.37,DSL,Yes,One year,Bank transfer (automatic),0,0.67,406.36
0,9,73.62,DSL,No,One year,Mailed check,0,5.32,628.04
0,4,71.48,DSL,Yes,Month-to-month,Electronic check,1,0.01,266.04
1,47,135.12,DSL,Yes,Month-to-month,Credit card (automatic),0,0.54,6379.21
0,25,41.04,DSL,Yes,Month-to-month,Bank transfer (automatic),1,1.32,1082.66
0,22,30.75,DSL,No,Month-to-month,Electronic check,3,0.49,691.34
1,61,125.67,Fiber optic,No,Two year,Electronic check,0,1.69,7746.33
0,12,127.6,DSL,No,Month-to-month,Electronic check,0,0.53,1609.9
1,8,124.61,DSL,Yes,Month-to-month,Electronic check,0,1.53,1085.65
0,19,81.32,DSL,Yes,Month-to-month,Bank transfer (automatic),0,2.84,1494.53
0,56,99.17,Fiber optic,No,One year,Electronic check,0,1.61,5548.88
0,23,87.6,DSL,No,Month-to-month,Credit card (automatic),0,0.08,2021.57
0,32,28.33,Fiber optic,No,Month-to-month,Credit card (automatic),0,2.38,856.21
1,19,91.5,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.36,1728.58
0,59,21.63,Fiber optic,No,Month-to-month,Mailed check,0,1.51,1241.68
0,47,59.0,DSL,No,Month-to-month,Credit card (automatic),0,1.56,2665.48
0,63,131.88,Fiber optic,Yes,One year,Credit card (automatic),0,2.44,8255.48
0,29,56.49,DSL,No,Month-to-month,Electronic check,1,1.06,1639.55
0,16,132.78,No,No,Month-to-month,Electronic check,1,0.71,2209.53
1,13,50.02,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.09,584.76
0,18,57.75,Fiber optic,No,Two year,Bank transfer (automatic),0,1.18,1101.27
0,70,95.41,No,No,Month-to-month,Credit card (automatic),0,2.59,6678.73
0,58,111.4,Fiber optic,No,Two year,Credit card (automatic),0,0.34,6454.48
0,66,80.17,DSL,Yes,Two year,Bank transfer (automatic),1,2.81,5249.34
0,43,125.85,DSL,No,Month-to-month,Mailed check,0,0.68,5389.3
0,31,24.83,Fiber optic,Yes,One year,Credit card (automatic),0,2.04,756.97
1,10,130.66,No,No,Month-to-month,Credit card (automatic),1,0.61,1343.19
0,1,43.56,No,No,One year,Electronic check,0,1.85,35.83
0,67,126.11,Fiber optic,No,One year,Electronic check,0,2.41,8538.88
0,16,68.1,Fiber optic,No,One year,Credit card (automatic),1,1.22,1031.69
1,39,119.93,Fiber optic,Yes,Month-to-month,Mailed check,0,1.45,4750.46
0,45,100.6,Fiber optic,No,One year,Mailed check,0,1.85,4491.27
0,3,41.11,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.75,92.6
0,37,130.17,Fiber optic,Yes,Month-to-month,Mailed check,0,1.95,4836.93
